Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District,Latitude,Longitude,Point
R,Completely Locked,06/22/2020 04:49:43 PM,R123,R123,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Arnold St. to Prospect Ave. bet. Harvard Ave and Clyde Pl.,Skyline Playground,Adults not allowed in some locations,R123-CPA-0001,03/31/2020,06/22/2020,501,R-01,40.639122009277344,-74.08979797363281,POINT (-74.08979797363281 40.639122009277344)
Q,Partially Locked,06/19/2020 08:11:05 AM,Q008,Q008-01,,,,,,Brookville Playground,,,03/31/2020,06/19/2020,413,Q-13,40.663169860839844,-73.74147033691406,POINT (-73.74147033691406 40.663169860839844)
M,Partially Locked,06/22/2020 03:14:53 PM,M038,M038,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hudson St, St Luke's Pl, Clarkson St, 7 Av",James J Walker Park,Adults not allowed in some locations,M038-CPA-0001,03/31/2020,06/21/2020,102,M-02,40.72996139526367,-74.00578308105469,POINT (-74.00578308105469 40.72996139526367)
Q,Partially Locked,06/21/2020 12:55:58 PM,Q009,Q009-01,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Poppenhusen Ave, opp 119 St",MacNeil Playground,Unknown,Q009-CPA-0001,03/31/2020,06/21/2020,407,Q-07,40.793338775634766,-73.85112762451172,POINT (-73.85112762451172 40.793338775634766)
B,Completely Locked,06/22/2020 04:17:56 PM,B349,B349,,Active,No,Not Applicable,Bath Ave. between 24 Ave. and Bay 37 St.,Bath Playground,Adults Allowed,B349-CPA-0001,03/31/2020,06/22/2020,311,B-11,40.59530258178711,-73.99312591552734,POINT (-73.99312591552734 40.59530258178711)
M,Completely Locked,06/19/2020 01:02:21 PM,M065,M065,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Columbia St, Delancey St and Bialystoker Pl",Luther Gulick Park,Adults not allowed in some locations,M065-CPA-0001,03/31/2020,,103,M-03,40.71573257446289,-73.98139953613281,POINT (-73.98139953613281 40.71573257446289)
B,Completely Locked,06/22/2020 03:35:50 PM,B121,B121,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Sullican Pl. bet. Rogers Ave. and Nostrand Ave.,Dodger Playground,Adults not allowed in some locations,B121-CPA-0001,03/31/2020,06/22/2020,309,B-09,40.664981842041016,-73.9523696899414,POINT (-73.9523696899414 40.664981842041016)
X,Not Lockable,06/22/2020 10:52:39 AM,X002,X002-04,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lydig Ave, Bronx Pk E",Ben Abrams Playground,Adults Allowed,X002-CPA-0001,03/31/2020,06/21/2020,227,X-14,40.854488372802734,-73.87016296386719,POINT (-73.87016296386719 40.854488372802734)
B,Partially Locked,06/22/2020 03:35:50 PM,B254,B254,,Active,No,Not Applicable,"Winthrop St., Brooklyn Ave., Rutland Rd.",Wingate Park,Adults not allowed in some locations,B254-CPA-0001,03/31/2020,06/22/2020,309,B-09,40.65939712524414,-73.94497680664062,POINT (-73.94497680664062 40.65939712524414)
M,Completely Locked,06/22/2020 10:48:08 AM,M205,M205,,Active,Yes,Level 1: Playgrounds for All Children,"Morningside Ave., W. 123 St. and W. 124 St.",Playground One Twenty Five CXXV,Adults Allowed,M205-CPA-0001,03/31/2020,06/21/2020,109,M-09,40.8109245300293,-73.9556655883789,POINT (-73.9556655883789 40.8109245300293)
B,Not Lockable,06/22/2020 03:35:31 PM,BT16,BT16,,,,,,St. Mark's Playground,,,03/31/2020,06/22/2020,308,B-08,40.67467498779297,-73.940185546875,POINT (-73.940185546875 40.67467498779297)
M,Completely Locked,06/22/2020 11:04:53 AM,M264,M264,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"W. 89 St., Amsterdam Ave. and Columbus Ave.",Playground Eighty Nine LXXXIX,Adults not allowed in some locations,M264-CPA-0001,03/31/2020,06/21/2020,107,M-07,40.7885627746582,-73.97177124023438,POINT (-73.97177124023438 40.7885627746582)
R,Completely Locked,06/22/2020 05:03:39 PM,R135,R135-01,,Active,No,Not Applicable,"Armstrong Ave, Tennyson Dr",Crescent Beach Tot Lot,Unknown,R135-CPA-0001,03/31/2020,,503,R-03,40.53581237792969,-74.14672088623047,POINT (-74.14672088623047 40.53581237792969)
Q,Completely Locked,06/22/2020 01:08:28 PM,Q354,Q354,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,160 St. bet. 75 Ave. and 75 Rd.,Playground Seventy Five,Adults Allowed,Q354-CPA-0001,03/31/2020,06/21/2020,408,Q-08,40.726417541503906,-73.80835723876953,POINT (-73.80835723876953 40.726417541503906)
Q,Completely Locked,06/21/2020 11:14:48 AM,Q020,Q020-01,,Active,No,Not Applicable,Jamaica Ave & Elton St,Lower Highland Playground,Unknown,Q020-CPA-0001,03/31/2020,06/21/2020,305,Q-05A,40.68406677246094,-73.88558959960938,POINT (-73.88558959960938 40.68406677246094)
B,Completely Locked,06/22/2020 03:01:47 PM,B346,B346,,,,,Manhattan Ave. and Leonard St.,Ericsson Playground,,,03/31/2020,06/21/2020,301,B-01,40.720523834228516,-73.94843292236328,POINT (-73.94843292236328 40.720523834228516)
X,Partially Locked,06/22/2020 09:54:46 AM,X194,X194,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 156 St bet. Jackson Av and Forest Av,Captain Rivera Playground,Adults Allowed,X194-CPA-0001,03/31/2020,06/21/2020,201,X-01,40.818138122558594,-73.90702056884766,POINT (-73.90702056884766 40.818138122558594)
Q,Partially Locked,06/23/2020 11:11:01 AM,Q322,Q322,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Hillside Ave. bet. 207 St. and 208 St.,Bellaire Playground,Adults Allowed,Q322-CPA-0001,03/31/2020,06/23/2020,413,Q-13,40.721656799316406,-73.75813293457031,POINT (-73.75813293457031 40.721656799316406)
Q,Completely Locked,06/23/2020 10:55:47 AM,Q099,Q099-20,,Active,No,Not Applicable,Park Dr East & 73 Terrace,Albert H. Mauro Playground,Unknown,Q099-CPA-0006,03/31/2020,06/23/2020,408,Q-15,40.72260284423828,-73.82697296142578,POINT (-73.82697296142578 40.72260284423828)
Q,Partially Locked,06/19/2020 01:56:40 PM,Q391,Q391,,Active,No,Not Applicable,164 Pl. bet. Grand Central Pkwy. Sr. Rd. S. and 84 Ave.,Joseph Austin Playground,Adults Allowed,Q391-CPA-0001,03/31/2020,06/19/2020,408,Q-08,40.71551513671875,-73.80138397216797,POINT (-73.80138397216797 40.71551513671875)
Q,Completely Locked,06/21/2020 06:41:49 PM,Q423,Q423,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,59 Dr. bet. Fresh Pond Rd. and 63 St.,Reiff Playground,Adults Allowed,Q423-CPA-0001,03/31/2020,06/21/2020,405,Q-05,40.71903991699219,-73.9017562866211,POINT (-73.9017562866211 40.71903991699219)
X,Completely Locked,06/22/2020 11:09:09 AM,X183,X183,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Brinsmade Ave. bet. Cross Bronx Ser. Rd. and Swinton Ave.,Bruckner Playground,Unknown,X183-CPA-0001,03/31/2020,06/21/2020,210,X-10,40.826988220214844,-73.82841491699219,POINT (-73.82841491699219 40.826988220214844)
B,Completely Locked,06/22/2020 03:18:39 PM,B142,B142,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Bedford Ave. bet. S. 9 St. and Division Ave.,Bedford Playground,Adults Allowed,B142-CPA-0001,03/31/2020,06/21/2020,301,B-01,40.708099365234375,-73.96401977539062,POINT (-73.96401977539062 40.708099365234375)
R,Completely Locked,06/23/2020 10:35:26 AM,R110,R110,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Hylan Blvd. bet. Joline Ave. and Sprague Ave.,Tottenville Pool,Adults not allowed in some locations,R110-CPA-0001,03/31/2020,06/22/2020,503,R-03,40.50566864013672,-74.23587799072266,POINT (-74.23587799072266 40.50566864013672)
B,Completely Locked,06/22/2020 01:14:03 PM,B375,B375,,Active,No,Not Applicable,Farragut Rd. between E. 45 St. and E. 46 St.,Chiarantano Playground,Adults not allowed in some locations,B375-CPA-0001,03/31/2020,06/22/2020,317,B-17,40.6368293762207,-73.93334197998047,POINT (-73.93334197998047 40.6368293762207)
X,Completely Locked,06/22/2020 09:53:57 AM,X112,X112,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Cauldwell Ave bet. E. 161 St  and E. 163 St.,Hilton White Playground,Adults Allowed,X112-CPA-0001,03/31/2020,06/21/2020,203,X-03,40.822792053222656,-73.90738677978516,POINT (-73.90738677978516 40.822792053222656)
M,Completely Locked,06/22/2020 03:44:27 PM,M159,M159,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,7 Ave. bet. W. 150 St. and W. 151 St.,Frederick Johnson Playground,Adults Allowed,M159-CPA-0001,03/31/2020,,110,M-10,40.82488250732422,-73.93616485595703,POINT (-73.93616485595703 40.82488250732422)
M,Completely Locked,06/22/2020 05:20:33 PM,M108Q,M108Q,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"FDR Dr., E. 60 St. To E. 61 St. and York Ave.",Twenty-Four Sycamores Park,Adults Allowed,M108Q-CPA-0001,03/31/2020,06/21/2020,108,M-08,40.759403228759766,-73.95880889892578,POINT (-73.95880889892578 40.759403228759766)
Q,Completely Locked,06/21/2020 06:57:14 PM,Q304,Q304,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Austin St. bet. 76 Ave. and 76 Dr.,Ehrenreich-Austin Playground,Adults Allowed,Q304-CPA-0001,03/31/2020,06/21/2020,406,Q-06,40.71583557128906,-73.8372802734375,POINT (-73.8372802734375 40.71583557128906)
X,Not Lockable,06/22/2020 10:00:01 AM,X029,X029,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Aldus St to Bruckner Blvd bet. Bryant Av and Longfellow Av,Lyons Square Playground,Adults Allowed,X029-CPA-0001,03/31/2020,06/21/2020,202,X-02,40.82251739501953,-73.88815307617188,POINT (-73.88815307617188 40.82251739501953)
Q,Completely Locked,06/22/2020 04:28:49 PM,Q436,Q436,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,30 Ave. bet. 29 St. and 30 St.,Athens Square,Adults Allowed,Q436-CPA-0001,03/31/2020,06/22/2020,401,Q-01,40.76778030395508,-73.92276000976562,POINT (-73.92276000976562 40.76778030395508)
Q,Partially Locked,06/21/2020 10:11:32 AM,Q458,Q458-01,,Active,Yes,Not Applicable,"Murray Ave, Jarman Rd, Sylvester Ln, Abbot Rd",Fort Totten Playground,Unknown,Q458-CPA-0001,03/31/2020,06/21/2020,407,Q-07A,40.7940559387207,-73.77800750732422,POINT (-73.77800750732422 40.7940559387207)
X,Completely Locked,06/22/2020 11:14:05 AM,X232,X232,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,Burns Playground,Adults Allowed,X232-CPA-0001,03/31/2020,06/21/2020,211,X-11,40.8629264831543,-73.83655548095703,POINT (-73.83655548095703 40.8629264831543)
M,Completely Locked,06/22/2020 03:50:05 PM,M240,M240,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Audubon Ave., W. 169 St. and W. 170 St.",Audubon Playground,Adults Allowed,M240-CPA-0001,03/31/2020,,112,M-12A,40.841732025146484,-73.9381332397461,POINT (-73.9381332397461 40.841732025146484)
M,Completely Locked,06/22/2020 11:43:48 AM,M029,M029-01,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"M C Plaza, Ft Washington Ave",Jacob Javits Plgd,Adults Allowed,M029-CPA-0001,03/31/2020,06/21/2020,112,M-12,40.858821868896484,-73.93461608886719,POINT (-73.93461608886719 40.858821868896484)
Q,Partially Locked,06/21/2020 03:03:32 PM,Q127,Q127,,Active,No,Not Applicable,"157 St., 155 St. bet. 108 Ave. and 109 Ave.",Marconi Park,Adults not allowed in some locations,Q127-CPA-0001,03/31/2020,06/21/2020,412,Q-12,40.693172454833984,-73.79585266113281,POINT (-73.79585266113281 40.693172454833984)
M,Completely Locked,06/19/2020 10:03:08 AM,M194,M194,,Active,No,Not Applicable,"Catherine Slip, Madison St. and South St.",Alfred E. Smith Playground,Adults Allowed,M194-CPA-0001,03/31/2020,06/19/2020,103,M-03,40.71117401123047,-73.99713897705078,POINT (-73.99713897705078 40.71117401123047)
X,Completely Locked,06/22/2020 09:36:33 AM,X045,X045-02,,Active,No,Not Applicable,St Marys St & Crimmins Ave,St Mary's Plgd South,Adults not allowed in some locations,X045-CPA-0002,03/31/2020,06/21/2020,201,X-01,40.810386657714844,-73.91390228271484,POINT (-73.91390228271484 40.810386657714844)
Q,Completely Locked,06/21/2020 01:07:46 PM,Q211,Q211,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kissena Blvd. bet. Maple Ave. and Franklin Ave.,Maple Playground,Adults Allowed,Q211-CPA-0001,03/31/2020,06/21/2020,407,Q-07,40.755977630615234,-73.82626342773438,POINT (-73.82626342773438 40.755977630615234)
X,Completely Locked,06/22/2020 10:06:59 AM,X299,X299,,Active,No,Not Applicable,Claremont Pkwy bet. Park Av and Washington Av,Little Claremont Playground,Adults Allowed,X299-CPA-0001,03/31/2020,06/21/2020,203,X-03,40.838890075683594,-73.90380096435547,POINT (-73.90380096435547 40.838890075683594)
